"","Position","Gene"
"3447",3447,"MT-ND1"
"3448",3448,"MT-ND1"
"3449",3449,"MT-ND1"
"3450",3450,"MT-ND1"
"3451",3451,"MT-ND1"
"3452",3452,"MT-ND1"
"3453",3453,"MT-ND1"
"3454",3454,"MT-ND1"
"3455",3455,"MT-ND1"
"3456",3456,"MT-ND1"
"3457",3457,"MT-ND1"
"3458",3458,"MT-ND1"
"3459",3459,"MT-ND1"
"3460",3460,"MT-ND1"
"3461",3461,"MT-ND1"
"3462",3462,"MT-ND1"
"3463",3463,"MT-ND1"
"3464",3464,"MT-ND1"
"3465",3465,"MT-ND1"
"3466",3466,"MT-ND1"
"3467",3467,"MT-ND1"
"3468",3468,"MT-ND1"
"3469",3469,"MT-ND1"
"3470",3470,"MT-ND1"
"3471",3471,"MT-ND1"
"3472",3472,"MT-ND1"
"3473",3473,"MT-ND1"
"3474",3474,"MT-ND1"
"3475",3475,"MT-ND1"
"3476",3476,"MT-ND1"
"3477",3477,"MT-ND1"
"3478",3478,"MT-ND1"
"3479",3479,"MT-ND1"
"3480",3480,"MT-ND1"
"3481",3481,"MT-ND1"
"3482",3482,"MT-ND1"
"3483",3483,"MT-ND1"
"3484",3484,"MT-ND1"
"3485",3485,"MT-ND1"
"3486",3486,"MT-ND1"
"3487",3487,"MT-ND1"
"3488",3488,"MT-ND1"
"3489",3489,"MT-ND1"
"3490",3490,"MT-ND1"
"3491",3491,"MT-ND1"
"3492",3492,"MT-ND1"
"3493",3493,"MT-ND1"
"3494",3494,"MT-ND1"
"3495",3495,"MT-ND1"
"3496",3496,"MT-ND1"
"3497",3497,"MT-ND1"
"3498",3498,"MT-ND1"
"3499",3499,"MT-ND1"
"3500",3500,"MT-ND1"
"3501",3501,"MT-ND1"
"3502",3502,"MT-ND1"
"3503",3503,"MT-ND1"
"3504",3504,"MT-ND1"
"3505",3505,"MT-ND1"
"3506",3506,"MT-ND1"
"3507",3507,"MT-ND1"
"3508",3508,"MT-ND1"
"3509",3509,"MT-ND1"
"3510",3510,"MT-ND1"
"3511",3511,"MT-ND1"
"3512",3512,"MT-ND1"
"3513",3513,"MT-ND1"
"3514",3514,"MT-ND1"
"3515",3515,"MT-ND1"
"3516",3516,"MT-ND1"
"3517",3517,"MT-ND1"
"3518",3518,"MT-ND1"
"3519",3519,"MT-ND1"
"3520",3520,"MT-ND1"
"3521",3521,"MT-ND1"
"3522",3522,"MT-ND1"
"3523",3523,"MT-ND1"
"3524",3524,"MT-ND1"
"3525",3525,"MT-ND1"
"3526",3526,"MT-ND1"
"3527",3527,"MT-ND1"
"3528",3528,"MT-ND1"
"3529",3529,"MT-ND1"
"3530",3530,"MT-ND1"
"3531",3531,"MT-ND1"
"3532",3532,"MT-ND1"
"3533",3533,"MT-ND1"
"3534",3534,"MT-ND1"
"3535",3535,"MT-ND1"
"3536",3536,"MT-ND1"
"3537",3537,"MT-ND1"
"3538",3538,"MT-ND1"
"3539",3539,"MT-ND1"
"3540",3540,"MT-ND1"
"3541",3541,"MT-ND1"
"3542",3542,"MT-ND1"
"3543",3543,"MT-ND1"
"3544",3544,"MT-ND1"
"3545",3545,"MT-ND1"
"3546",3546,"MT-ND1"
"3547",3547,"MT-ND1"
"3548",3548,"MT-ND1"
"3549",3549,"MT-ND1"
"3550",3550,"MT-ND1"
"3551",3551,"MT-ND1"
"3552",3552,"MT-ND1"
"3553",3553,"MT-ND1"
"3554",3554,"MT-ND1"
"3555",3555,"MT-ND1"
"3556",3556,"MT-ND1"
"3557",3557,"MT-ND1"
"3558",3558,"MT-ND1"
"3559",3559,"MT-ND1"
"3560",3560,"MT-ND1"
"3561",3561,"MT-ND1"
"3562",3562,"MT-ND1"
"3563",3563,"MT-ND1"
"3564",3564,"MT-ND1"
"3565",3565,"MT-ND1"
"3566",3566,"MT-ND1"
"3567",3567,"MT-ND1"
"3568",3568,"MT-ND1"
"3569",3569,"MT-ND1"
"3570",3570,"MT-ND1"
"3571",3571,"MT-ND1"
"3572",3572,"MT-ND1"
"3573",3573,"MT-ND1"
"3574",3574,"MT-ND1"
"3575",3575,"MT-ND1"
"3576",3576,"MT-ND1"
"3577",3577,"MT-ND1"
"3578",3578,"MT-ND1"
"3579",3579,"MT-ND1"
"3580",3580,"MT-ND1"
"3581",3581,"MT-ND1"
"3582",3582,"MT-ND1"
"3583",3583,"MT-ND1"
"3584",3584,"MT-ND1"
"3585",3585,"MT-ND1"
"3586",3586,"MT-ND1"
"3587",3587,"MT-ND1"
"3588",3588,"MT-ND1"
"3589",3589,"MT-ND1"
"3590",3590,"MT-ND1"
"3591",3591,"MT-ND1"
"3592",3592,"MT-ND1"
"3593",3593,"MT-ND1"
"3594",3594,"MT-ND1"
"3595",3595,"MT-ND1"
"3596",3596,"MT-ND1"
"3597",3597,"MT-ND1"
"3598",3598,"MT-ND1"
"3599",3599,"MT-ND1"
"3600",3600,"MT-ND1"
"3601",3601,"MT-ND1"
"3602",3602,"MT-ND1"
"3603",3603,"MT-ND1"
"3604",3604,"MT-ND1"
"3605",3605,"MT-ND1"
"3606",3606,"MT-ND1"
"3607",3607,"MT-ND1"
"3608",3608,"MT-ND1"
"3609",3609,"MT-ND1"
"3610",3610,"MT-ND1"
"3611",3611,"MT-ND1"
"3612",3612,"MT-ND1"
"3613",3613,"MT-ND1"
"3614",3614,"MT-ND1"
"3615",3615,"MT-ND1"
"3616",3616,"MT-ND1"
"3617",3617,"MT-ND1"
"3618",3618,"MT-ND1"
"3619",3619,"MT-ND1"
"3620",3620,"MT-ND1"
"3621",3621,"MT-ND1"
"3622",3622,"MT-ND1"
"3623",3623,"MT-ND1"
"3624",3624,"MT-ND1"
"3625",3625,"MT-ND1"
"3626",3626,"MT-ND1"
"3627",3627,"MT-ND1"
"3628",3628,"MT-ND1"
"3629",3629,"MT-ND1"
"3630",3630,"MT-ND1"
"3631",3631,"MT-ND1"
"3632",3632,"MT-ND1"
"3633",3633,"MT-ND1"
"3634",3634,"MT-ND1"
"3635",3635,"MT-ND1"
"3636",3636,"MT-ND1"
"3637",3637,"MT-ND1"
"3638",3638,"MT-ND1"
"3639",3639,"MT-ND1"
"3640",3640,"MT-ND1"
"3641",3641,"MT-ND1"
"3642",3642,"MT-ND1"
"3643",3643,"MT-ND1"
"3644",3644,"MT-ND1"
"3645",3645,"MT-ND1"
"3646",3646,"MT-ND1"
"3647",3647,"MT-ND1"
"3648",3648,"MT-ND1"
"3649",3649,"MT-ND1"
"3650",3650,"MT-ND1"
"3651",3651,"MT-ND1"
"3652",3652,"MT-ND1"
"3653",3653,"MT-ND1"
"3654",3654,"MT-ND1"
"3655",3655,"MT-ND1"
"3656",3656,"MT-ND1"
"3657",3657,"MT-ND1"
"3658",3658,"MT-ND1"
"3659",3659,"MT-ND1"
"3660",3660,"MT-ND1"
"3661",3661,"MT-ND1"
"3662",3662,"MT-ND1"
"3663",3663,"MT-ND1"
"3664",3664,"MT-ND1"
"3665",3665,"MT-ND1"
"3666",3666,"MT-ND1"
"3667",3667,"MT-ND1"
"3668",3668,"MT-ND1"
"3669",3669,"MT-ND1"
"3670",3670,"MT-ND1"
"3671",3671,"MT-ND1"
"3672",3672,"MT-ND1"
"3673",3673,"MT-ND1"
"3674",3674,"MT-ND1"
"3675",3675,"MT-ND1"
"3676",3676,"MT-ND1"
"3677",3677,"MT-ND1"
"3678",3678,"MT-ND1"
"3679",3679,"MT-ND1"
"3680",3680,"MT-ND1"
"3681",3681,"MT-ND1"
"3682",3682,"MT-ND1"
"3683",3683,"MT-ND1"
"3684",3684,"MT-ND1"
"3685",3685,"MT-ND1"
"3686",3686,"MT-ND1"
"3687",3687,"MT-ND1"
"3688",3688,"MT-ND1"
"3689",3689,"MT-ND1"
"3690",3690,"MT-ND1"
"3691",3691,"MT-ND1"
"3692",3692,"MT-ND1"
"3693",3693,"MT-ND1"
"3694",3694,"MT-ND1"
"3695",3695,"MT-ND1"
"3696",3696,"MT-ND1"
"3697",3697,"MT-ND1"
"3698",3698,"MT-ND1"
"3699",3699,"MT-ND1"
"3700",3700,"MT-ND1"
"3701",3701,"MT-ND1"
"3702",3702,"MT-ND1"
"3703",3703,"MT-ND1"
"3704",3704,"MT-ND1"
"3705",3705,"MT-ND1"
"3706",3706,"MT-ND1"
"3707",3707,"MT-ND1"
"3708",3708,"MT-ND1"
"3709",3709,"MT-ND1"
"3710",3710,"MT-ND1"
"3711",3711,"MT-ND1"
"3712",3712,"MT-ND1"
"3713",3713,"MT-ND1"
"3714",3714,"MT-ND1"
"3715",3715,"MT-ND1"
"3716",3716,"MT-ND1"
"3717",3717,"MT-ND1"
"3718",3718,"MT-ND1"
"3719",3719,"MT-ND1"
"3720",3720,"MT-ND1"
"3721",3721,"MT-ND1"
"3722",3722,"MT-ND1"
"3723",3723,"MT-ND1"
"3724",3724,"MT-ND1"
"3725",3725,"MT-ND1"
"3726",3726,"MT-ND1"
"3727",3727,"MT-ND1"
"3728",3728,"MT-ND1"
"3729",3729,"MT-ND1"
"3730",3730,"MT-ND1"
"3731",3731,"MT-ND1"
"3732",3732,"MT-ND1"
"3733",3733,"MT-ND1"
"3734",3734,"MT-ND1"
"3735",3735,"MT-ND1"
"3736",3736,"MT-ND1"
"3737",3737,"MT-ND1"
"3738",3738,"MT-ND1"
"3739",3739,"MT-ND1"
"3740",3740,"MT-ND1"
"3741",3741,"MT-ND1"
"3742",3742,"MT-ND1"
"3743",3743,"MT-ND1"
"3744",3744,"MT-ND1"
"3745",3745,"MT-ND1"
"3746",3746,"MT-ND1"
"3747",3747,"MT-ND1"
"3748",3748,"MT-ND1"
"3749",3749,"MT-ND1"
"3750",3750,"MT-ND1"
"3751",3751,"MT-ND1"
"3752",3752,"MT-ND1"
"3753",3753,"MT-ND1"
"3754",3754,"MT-ND1"
"3755",3755,"MT-ND1"
"3756",3756,"MT-ND1"
"3757",3757,"MT-ND1"
"3758",3758,"MT-ND1"
"3759",3759,"MT-ND1"
"3760",3760,"MT-ND1"
"3761",3761,"MT-ND1"
"3762",3762,"MT-ND1"
"3763",3763,"MT-ND1"
"3764",3764,"MT-ND1"
"3765",3765,"MT-ND1"
"3766",3766,"MT-ND1"
"3767",3767,"MT-ND1"
"3768",3768,"MT-ND1"
"3769",3769,"MT-ND1"
"3770",3770,"MT-ND1"
"3771",3771,"MT-ND1"
"3772",3772,"MT-ND1"
"3773",3773,"MT-ND1"
"3774",3774,"MT-ND1"
"3775",3775,"MT-ND1"
"3776",3776,"MT-ND1"
"3777",3777,"MT-ND1"
"3778",3778,"MT-ND1"
"3779",3779,"MT-ND1"
"3780",3780,"MT-ND1"
"3781",3781,"MT-ND1"
"3782",3782,"MT-ND1"
"3783",3783,"MT-ND1"
"3784",3784,"MT-ND1"
"3785",3785,"MT-ND1"
"3786",3786,"MT-ND1"
"3787",3787,"MT-ND1"
"3788",3788,"MT-ND1"
"3789",3789,"MT-ND1"
"3790",3790,"MT-ND1"
"3791",3791,"MT-ND1"
"3792",3792,"MT-ND1"
"3793",3793,"MT-ND1"
"3794",3794,"MT-ND1"
"3795",3795,"MT-ND1"
"3796",3796,"MT-ND1"
"3797",3797,"MT-ND1"
"3798",3798,"MT-ND1"
"3799",3799,"MT-ND1"
"3800",3800,"MT-ND1"
"3801",3801,"MT-ND1"
"3802",3802,"MT-ND1"
"3803",3803,"MT-ND1"
"3804",3804,"MT-ND1"
"3805",3805,"MT-ND1"
"3806",3806,"MT-ND1"
"3807",3807,"MT-ND1"
"3808",3808,"MT-ND1"
"3809",3809,"MT-ND1"
"3810",3810,"MT-ND1"
"3811",3811,"MT-ND1"
"3812",3812,"MT-ND1"
"3813",3813,"MT-ND1"
"3814",3814,"MT-ND1"
"3815",3815,"MT-ND1"
"3816",3816,"MT-ND1"
"3817",3817,"MT-ND1"
"3818",3818,"MT-ND1"
"3819",3819,"MT-ND1"
"3820",3820,"MT-ND1"
"3821",3821,"MT-ND1"
"3822",3822,"MT-ND1"
"3823",3823,"MT-ND1"
"3824",3824,"MT-ND1"
"3825",3825,"MT-ND1"
"3826",3826,"MT-ND1"
"3827",3827,"MT-ND1"
"3828",3828,"MT-ND1"
"3829",3829,"MT-ND1"
"3830",3830,"MT-ND1"
"3831",3831,"MT-ND1"
"3832",3832,"MT-ND1"
"3833",3833,"MT-ND1"
"3834",3834,"MT-ND1"
"3835",3835,"MT-ND1"
"3836",3836,"MT-ND1"
"3837",3837,"MT-ND1"
"3838",3838,"MT-ND1"
"3839",3839,"MT-ND1"
"3840",3840,"MT-ND1"
"3841",3841,"MT-ND1"
"3842",3842,"MT-ND1"
"3843",3843,"MT-ND1"
"3844",3844,"MT-ND1"
"3845",3845,"MT-ND1"
"3846",3846,"MT-ND1"
"3847",3847,"MT-ND1"
"3848",3848,"MT-ND1"
"3849",3849,"MT-ND1"
"3850",3850,"MT-ND1"
"3851",3851,"MT-ND1"
"3852",3852,"MT-ND1"
"3853",3853,"MT-ND1"
"3854",3854,"MT-ND1"
"3855",3855,"MT-ND1"
"3856",3856,"MT-ND1"
"3857",3857,"MT-ND1"
"3858",3858,"MT-ND1"
"3859",3859,"MT-ND1"
"3860",3860,"MT-ND1"
"3861",3861,"MT-ND1"
"3862",3862,"MT-ND1"
"3863",3863,"MT-ND1"
"3864",3864,"MT-ND1"
"3865",3865,"MT-ND1"
"3866",3866,"MT-ND1"
"3867",3867,"MT-ND1"
"3868",3868,"MT-ND1"
"3869",3869,"MT-ND1"
"3870",3870,"MT-ND1"
"3871",3871,"MT-ND1"
"3872",3872,"MT-ND1"
"3873",3873,"MT-ND1"
"3874",3874,"MT-ND1"
"3875",3875,"MT-ND1"
"3876",3876,"MT-ND1"
"3877",3877,"MT-ND1"
"3878",3878,"MT-ND1"
"3879",3879,"MT-ND1"
"3880",3880,"MT-ND1"
"3881",3881,"MT-ND1"
"3882",3882,"MT-ND1"
"3883",3883,"MT-ND1"
"3884",3884,"MT-ND1"
"3885",3885,"MT-ND1"
"3886",3886,"MT-ND1"
"3887",3887,"MT-ND1"
"3888",3888,"MT-ND1"
"3889",3889,"MT-ND1"
"3890",3890,"MT-ND1"
"3891",3891,"MT-ND1"
"3892",3892,"MT-ND1"
"3893",3893,"MT-ND1"
"3894",3894,"MT-ND1"
"3895",3895,"MT-ND1"
"3896",3896,"MT-ND1"
"3897",3897,"MT-ND1"
"3898",3898,"MT-ND1"
"3899",3899,"MT-ND1"
"3900",3900,"MT-ND1"
"3901",3901,"MT-ND1"
"3902",3902,"MT-ND1"
"3903",3903,"MT-ND1"
"3904",3904,"MT-ND1"
"3905",3905,"MT-ND1"
"3906",3906,"MT-ND1"
"3907",3907,"MT-ND1"
"3908",3908,"MT-ND1"
"3909",3909,"MT-ND1"
"3910",3910,"MT-ND1"
"3911",3911,"MT-ND1"
"3912",3912,"MT-ND1"
"3913",3913,"MT-ND1"
"3914",3914,"MT-ND1"
"3915",3915,"MT-ND1"
"3916",3916,"MT-ND1"
"3917",3917,"MT-ND1"
"3918",3918,"MT-ND1"
"3919",3919,"MT-ND1"
"3920",3920,"MT-ND1"
"3921",3921,"MT-ND1"
"3922",3922,"MT-ND1"
"3923",3923,"MT-ND1"
"3924",3924,"MT-ND1"
"3925",3925,"MT-ND1"
"3926",3926,"MT-ND1"
"3927",3927,"MT-ND1"
"3928",3928,"MT-ND1"
"3929",3929,"MT-ND1"
"3930",3930,"MT-ND1"
"3931",3931,"MT-ND1"
"3932",3932,"MT-ND1"
"3933",3933,"MT-ND1"
"3934",3934,"MT-ND1"
"3935",3935,"MT-ND1"
"3936",3936,"MT-ND1"
"3937",3937,"MT-ND1"
"3938",3938,"MT-ND1"
"3939",3939,"MT-ND1"
"3940",3940,"MT-ND1"
"3941",3941,"MT-ND1"
"3942",3942,"MT-ND1"
"3943",3943,"MT-ND1"
"3944",3944,"MT-ND1"
"3945",3945,"MT-ND1"
"3946",3946,"MT-ND1"
"3947",3947,"MT-ND1"
"3948",3948,"MT-ND1"
"3949",3949,"MT-ND1"
"3950",3950,"MT-ND1"
"3951",3951,"MT-ND1"
"3952",3952,"MT-ND1"
"3953",3953,"MT-ND1"
"3954",3954,"MT-ND1"
"3955",3955,"MT-ND1"
"3956",3956,"MT-ND1"
"3957",3957,"MT-ND1"
"3958",3958,"MT-ND1"
"3959",3959,"MT-ND1"
"3960",3960,"MT-ND1"
"3961",3961,"MT-ND1"
"3962",3962,"MT-ND1"
"3963",3963,"MT-ND1"
"3964",3964,"MT-ND1"
"3965",3965,"MT-ND1"
"3966",3966,"MT-ND1"
"3967",3967,"MT-ND1"
"3968",3968,"MT-ND1"
"3969",3969,"MT-ND1"
"3970",3970,"MT-ND1"
"3971",3971,"MT-ND1"
"3972",3972,"MT-ND1"
"3973",3973,"MT-ND1"
"3974",3974,"MT-ND1"
"3975",3975,"MT-ND1"
"3976",3976,"MT-ND1"
"3977",3977,"MT-ND1"
"3978",3978,"MT-ND1"
"3979",3979,"MT-ND1"
"3980",3980,"MT-ND1"
"3981",3981,"MT-ND1"
"3982",3982,"MT-ND1"
"3983",3983,"MT-ND1"
"3984",3984,"MT-ND1"
"3985",3985,"MT-ND1"
"3986",3986,"MT-ND1"
"3987",3987,"MT-ND1"
"3988",3988,"MT-ND1"
"3989",3989,"MT-ND1"
"3990",3990,"MT-ND1"
"3991",3991,"MT-ND1"
"3992",3992,"MT-ND1"
"3993",3993,"MT-ND1"
"3994",3994,"MT-ND1"
"3995",3995,"MT-ND1"
"3996",3996,"MT-ND1"
"3997",3997,"MT-ND1"
"3998",3998,"MT-ND1"
"3999",3999,"MT-ND1"
"4000",4000,"MT-ND1"
"4001",4001,"MT-ND1"
"4002",4002,"MT-ND1"
"4003",4003,"MT-ND1"
"4004",4004,"MT-ND1"
"4005",4005,"MT-ND1"
"4006",4006,"MT-ND1"
"4007",4007,"MT-ND1"
"4008",4008,"MT-ND1"
"4009",4009,"MT-ND1"
"4010",4010,"MT-ND1"
"4011",4011,"MT-ND1"
"4012",4012,"MT-ND1"
"4013",4013,"MT-ND1"
"4014",4014,"MT-ND1"
"4015",4015,"MT-ND1"
"4016",4016,"MT-ND1"
"4017",4017,"MT-ND1"
"4018",4018,"MT-ND1"
"4019",4019,"MT-ND1"
"4020",4020,"MT-ND1"
"4021",4021,"MT-ND1"
"4022",4022,"MT-ND1"
"4023",4023,"MT-ND1"
"4024",4024,"MT-ND1"
"4025",4025,"MT-ND1"
"4026",4026,"MT-ND1"
"4027",4027,"MT-ND1"
"4028",4028,"MT-ND1"
"4029",4029,"MT-ND1"
"4030",4030,"MT-ND1"
"4031",4031,"MT-ND1"
"4032",4032,"MT-ND1"
"4033",4033,"MT-ND1"
"4034",4034,"MT-ND1"
"4035",4035,"MT-ND1"
"4036",4036,"MT-ND1"
"4037",4037,"MT-ND1"
"4038",4038,"MT-ND1"
"4039",4039,"MT-ND1"
"4040",4040,"MT-ND1"
"4041",4041,"MT-ND1"
"4042",4042,"MT-ND1"
"4043",4043,"MT-ND1"
"4044",4044,"MT-ND1"
"4045",4045,"MT-ND1"
"4046",4046,"MT-ND1"
"4047",4047,"MT-ND1"
"4048",4048,"MT-ND1"
"4049",4049,"MT-ND1"
"4050",4050,"MT-ND1"
"4051",4051,"MT-ND1"
"4052",4052,"MT-ND1"
"4053",4053,"MT-ND1"
"4054",4054,"MT-ND1"
"4055",4055,"MT-ND1"
"4056",4056,"MT-ND1"
"4057",4057,"MT-ND1"
"4058",4058,"MT-ND1"
"4059",4059,"MT-ND1"
"4060",4060,"MT-ND1"
"4061",4061,"MT-ND1"
"4062",4062,"MT-ND1"
"4063",4063,"MT-ND1"
"4064",4064,"MT-ND1"
"4065",4065,"MT-ND1"
"4066",4066,"MT-ND1"
"4067",4067,"MT-ND1"
"4068",4068,"MT-ND1"
"4069",4069,"MT-ND1"
"4070",4070,"MT-ND1"
"4071",4071,"MT-ND1"
"4072",4072,"MT-ND1"
"4073",4073,"MT-ND1"
"4074",4074,"MT-ND1"
"4075",4075,"MT-ND1"
"4076",4076,"MT-ND1"
"4077",4077,"MT-ND1"
"4078",4078,"MT-ND1"
"4079",4079,"MT-ND1"
"4080",4080,"MT-ND1"
"4081",4081,"MT-ND1"
"4082",4082,"MT-ND1"
"4083",4083,"MT-ND1"
"4084",4084,"MT-ND1"
"4085",4085,"MT-ND1"
"4086",4086,"MT-ND1"
"4087",4087,"MT-ND1"
"4088",4088,"MT-ND1"
"4089",4089,"MT-ND1"
"4090",4090,"MT-ND1"
"4091",4091,"MT-ND1"
"4092",4092,"MT-ND1"
"4093",4093,"MT-ND1"
"4094",4094,"MT-ND1"
"4095",4095,"MT-ND1"
"4096",4096,"MT-ND1"
"4097",4097,"MT-ND1"
"4098",4098,"MT-ND1"
"4099",4099,"MT-ND1"
"4100",4100,"MT-ND1"
"4101",4101,"MT-ND1"
"4102",4102,"MT-ND1"
"4103",4103,"MT-ND1"
"4104",4104,"MT-ND1"
"4105",4105,"MT-ND1"
"4106",4106,"MT-ND1"
"4107",4107,"MT-ND1"
"4108",4108,"MT-ND1"
"4109",4109,"MT-ND1"
"4110",4110,"MT-ND1"
"4111",4111,"MT-ND1"
"4112",4112,"MT-ND1"
"4113",4113,"MT-ND1"
"4114",4114,"MT-ND1"
"4115",4115,"MT-ND1"
"4116",4116,"MT-ND1"
"4117",4117,"MT-ND1"
"4118",4118,"MT-ND1"
"4119",4119,"MT-ND1"
"4120",4120,"MT-ND1"
"4121",4121,"MT-ND1"
"4122",4122,"MT-ND1"
"4123",4123,"MT-ND1"
"4124",4124,"MT-ND1"
"4125",4125,"MT-ND1"
"4126",4126,"MT-ND1"
"4127",4127,"MT-ND1"
"4128",4128,"MT-ND1"
"4129",4129,"MT-ND1"
"4130",4130,"MT-ND1"
"4131",4131,"MT-ND1"
"4132",4132,"MT-ND1"
"4133",4133,"MT-ND1"
"4134",4134,"MT-ND1"
"4135",4135,"MT-ND1"
"4136",4136,"MT-ND1"
"4137",4137,"MT-ND1"
"4138",4138,"MT-ND1"
"4139",4139,"MT-ND1"
"4140",4140,"MT-ND1"
"4141",4141,"MT-ND1"
"4142",4142,"MT-ND1"
"4143",4143,"MT-ND1"
"4144",4144,"MT-ND1"
"4145",4145,"MT-ND1"
"4146",4146,"MT-ND1"
"4147",4147,"MT-ND1"
"4148",4148,"MT-ND1"
"4149",4149,"MT-ND1"
"4150",4150,"MT-ND1"
"4151",4151,"MT-ND1"
"4152",4152,"MT-ND1"
"4153",4153,"MT-ND1"
"4154",4154,"MT-ND1"
"4155",4155,"MT-ND1"
"4156",4156,"MT-ND1"
"4157",4157,"MT-ND1"
"4158",4158,"MT-ND1"
"4159",4159,"MT-ND1"
"4160",4160,"MT-ND1"
"4161",4161,"MT-ND1"
"4162",4162,"MT-ND1"
"4163",4163,"MT-ND1"
"4164",4164,"MT-ND1"
"4165",4165,"MT-ND1"
"4166",4166,"MT-ND1"
"4167",4167,"MT-ND1"
"4168",4168,"MT-ND1"
"4169",4169,"MT-ND1"
"4170",4170,"MT-ND1"
"4171",4171,"MT-ND1"
"4172",4172,"MT-ND1"
"4173",4173,"MT-ND1"
"4174",4174,"MT-ND1"
"4175",4175,"MT-ND1"
"4176",4176,"MT-ND1"
"4177",4177,"MT-ND1"
"4178",4178,"MT-ND1"
"4179",4179,"MT-ND1"
"4180",4180,"MT-ND1"
"4181",4181,"MT-ND1"
"4182",4182,"MT-ND1"
"4183",4183,"MT-ND1"
"4184",4184,"MT-ND1"
"4185",4185,"MT-ND1"
"4186",4186,"MT-ND1"
"4187",4187,"MT-ND1"
"4188",4188,"MT-ND1"
"4189",4189,"MT-ND1"
"4190",4190,"MT-ND1"
"4191",4191,"MT-ND1"
"4192",4192,"MT-ND1"
"4193",4193,"MT-ND1"
"4194",4194,"MT-ND1"
"4195",4195,"MT-ND1"
"4196",4196,"MT-ND1"
"4197",4197,"MT-ND1"
"4198",4198,"MT-ND1"
"4199",4199,"MT-ND1"
"4200",4200,"MT-ND1"
"4201",4201,"MT-ND1"
"4202",4202,"MT-ND1"
"4203",4203,"MT-ND1"
"4204",4204,"MT-ND1"
"4205",4205,"MT-ND1"
"4206",4206,"MT-ND1"
"4207",4207,"MT-ND1"
"4208",4208,"MT-ND1"
"4209",4209,"MT-ND1"
"4210",4210,"MT-ND1"
"4211",4211,"MT-ND1"
"4212",4212,"MT-ND1"
"4213",4213,"MT-ND1"
"4214",4214,"MT-ND1"
"4215",4215,"MT-ND1"
"4216",4216,"MT-ND1"
"4217",4217,"MT-ND1"
"4218",4218,"MT-ND1"
"4219",4219,"MT-ND1"
"4220",4220,"MT-ND1"
"4221",4221,"MT-ND1"
"4222",4222,"MT-ND1"
"4223",4223,"MT-ND1"
"4224",4224,"MT-ND1"
"4225",4225,"MT-ND1"
"4226",4226,"MT-ND1"
"4227",4227,"MT-ND1"
"4228",4228,"MT-ND1"
"4229",4229,"MT-ND1"
"4230",4230,"MT-ND1"
"4231",4231,"MT-ND1"
"4232",4232,"MT-ND1"
"4233",4233,"MT-ND1"
"4234",4234,"MT-ND1"
"4235",4235,"MT-ND1"
"4236",4236,"MT-ND1"
"4237",4237,"MT-ND1"
"4238",4238,"MT-ND1"
"4239",4239,"MT-ND1"
"4240",4240,"MT-ND1"
"4241",4241,"MT-ND1"
"4242",4242,"MT-ND1"
"4243",4243,"MT-ND1"
"4244",4244,"MT-ND1"
"4245",4245,"MT-ND1"
"4246",4246,"MT-ND1"
"4247",4247,"MT-ND1"
"4248",4248,"MT-ND1"
"4249",4249,"MT-ND1"
"4250",4250,"MT-ND1"
"4251",4251,"MT-ND1"
"4252",4252,"MT-ND1"
"4253",4253,"MT-ND1"
"4254",4254,"MT-ND1"
"4255",4255,"MT-ND1"
"4256",4256,"MT-ND1"
"4257",4257,"MT-ND1"
"4258",4258,"MT-ND1"
"4259",4259,"MT-ND1"
"4260",4260,"MT-ND1"
"4261",4261,"MT-ND1"
"4262",4262,"MT-ND1"
"4263",4263,"MT-TI"
"4264",4264,"MT-TI"
"4265",4265,"MT-TI"
"4266",4266,"MT-TI"
"4267",4267,"MT-TI"
"4268",4268,"MT-TI"
"4269",4269,"MT-TI"
"4270",4270,"MT-TI"
"4271",4271,"MT-TI"
"4272",4272,"MT-TI"
"4273",4273,"MT-TI"
"4274",4274,"MT-TI"
"4275",4275,"MT-TI"
"4276",4276,"MT-TI"
"4277",4277,"MT-TI"
"4278",4278,"MT-TI"
"4279",4279,"MT-TI"
"4280",4280,"MT-TI"
"4281",4281,"MT-TI"
"4282",4282,"MT-TI"
"4283",4283,"MT-TI"
"4284",4284,"MT-TI"
"4285",4285,"MT-TI"
"4286",4286,"MT-TI"
"4287",4287,"MT-TI"
"4288",4288,"MT-TI"
"4289",4289,"MT-TI"
"4290",4290,"MT-TI"
"4291",4291,"MT-TI"
"4292",4292,"MT-TI"
"4293",4293,"MT-TI"
"4294",4294,"MT-TI"
"4295",4295,"MT-TI"
"4296",4296,"MT-TI"
"4297",4297,"MT-TI"
"4298",4298,"MT-TI"
"4299",4299,"MT-TI"
"4300",4300,"MT-TI"
"4301",4301,"MT-TI"
"4302",4302,"MT-TI"
"4303",4303,"MT-TI"
"4304",4304,"MT-TI"
"4305",4305,"MT-TI"
"4306",4306,"MT-TI"
"4307",4307,"MT-TI"
"4308",4308,"MT-TI"
"4309",4309,"MT-TI"
"4310",4310,"MT-TI"
"4311",4311,"MT-TI"
"4312",4312,"MT-TI"
"4313",4313,"MT-TI"
"4314",4314,"MT-TI"
"4315",4315,"MT-TI"
"4316",4316,"MT-TI"
"4317",4317,"MT-TI"
"4318",4318,"MT-TI"
"4319",4319,"MT-TI"
"4320",4320,"MT-TI"
"4321",4321,"MT-TI"
"4322",4322,"MT-TI"
"4323",4323,"MT-TI"
"4324",4324,"MT-TI"
